review,rating
Went there because i was craving English breakfast. A nice spot on Parliament st. Had to look twice before I found it. I was pretty busy when i arrived but...,5
"Cubano is really great! Quick, Friendly service.
We went in for take out and ended up eating at the counter.",5
"I had a late lunch yesterday afternoon at La Cubana.

I ordered a Chicken Medianoche (achiote chicken thigh, avocado, tomato and chipotle mayo but without...",3
"Cute little place. Really enjoyed the ambiance of the place. 

However, none of us were too thrilled about our food though. The sandwich was a little dry...",3
"I am aware that my cocktail tastes are not particularly refined, but I quite liked both drinks that I was served! When my preference had run out, I just...",4
"Brunch:

Ambiance: there is no doubt this place is aesthetically appealing & unique. Ceiling covered in greenery, vibrant furniture to match the...",4
"Great place! Food is excellent, staff and the crowd are nice and easygoing. Highly recommended",5
"Corks is fantastic. Come for the pizza and beer special Saturday-Monday, the burger and beer special on Wednesday, and the oysters on Thursday.

All of the...",5
"Corks is located inside Longo's, within Maple Leaf Square (i.e. you can't see this place from the outside world). 

Nevertheless, once we found the place,...",4
Stopped in for a quick bite to eat and a drink. My wife had a $6 flight (so much cheaper than US) & I had a glass of wine. We also had a salmon sandwich...,5
Cool spot on the Danforth with a great menu and everything is made in house. Their cocktails are so good! I had the Fresh Morning Dew which was perfect. For...,5
Place was ok.  I feel the menu has vastly changed and shrunk down since covid. Food is basic based on the price and is more of a bar hangout I felt. I...,3
Delicious food and cocktails are absolutely recommended to try. I will come back again since I live close by and passed by millions times.,5
"Chen Chen's Nashville Hot Chicken just might be one of the best chicken sandwich joint in Toronto. All their items are great, but the Szechuan X Nashville...",5
I ordered the 3piece tenders (medium) with a side of creamy potato salad and had no regrets!  The medium spice level (next is hot and then holy shit ) had a...,4
"For me, this was one of those places that you can't wait to try because of the reviews and recommendations but end up being utterly disappointed. 

Their...",3
This is one of the most beautiful restaurants I have had the pleasure to eat in. A real delight of Portuguese food with exceptional service and a great...,5
"Steps from majestic Casa Loma, this Mediterranean fine dining establishment in an old house is the ideal spot for an intimate evening out. It is elegant in...",4
Steps from Casa Loma there's a modern European restaurant disguised as a house. I've been looking forward to trying their seafood-centric menu for a long...,4
"Been meaning to try this place out for awhile and finally got the chance.  Went with a few friends so we ordered a bunch of dishes to try.  

- Baos with...",4
Went here with some friends for a casual dinner. The reservation process was very straightforward and the staff were super welcoming when we arrived...,4
"This was on my list for a while because well...Asian fusion .

Their menu consists of small, tapas style plates and priced accordingly ($15-30). Our...",2
"Walked by here on a Sunday evening and decided to try their empanadas. I was intrigued by their choices of argentenian and Venezuelan empanadas! 

We got a...",4
We stopped into Bacan for a light lunch. They're a Venezuelan restaurant that specializes in arepas and empanadas. You'll find them next door to Stamp's...,3
My friend and I decided to check this place out for Summerlicious and it was honestly one of the most disappointing and underwhelming dining experiences...,2
Had the Gyro & Falafel Mixed Plate for $16.99 and it was an awesome value.  The gyro was grilled crispy and dressed really well.  The falafel was fried...,5
"Amazing service and food quality is top notch. Tasting menu is a must try along with their cocktails. Pricey for everyday dining however.

x2 5 course...",5
"Reservation for 2 for my husband's birthday. Server explained 5/7/10 course options. We opted for 5. 
Served amuse bouche - so-so. 
App: Me something with...",1
Lovely anniversary dinner. Fresh and creative ingredients. 7 course were explained well but too bad I couldn't do it justice by retaining all the dish...,4
"Good service, good food, casual atmosphere.

Every visit is enjoyable and many of their dishes leave me grinning and nodding while eating.

The only...",5
Value for money and great quality. Staff are super friendly and attentive to provide quality service.,5
"So, so, so underated! Especially when the AYCE bbq scene has been focused on big chains like Gyubee and Shinta, this is a great alternative and change of...",5
"We stumbled upon this place after realizing our original destination was closed despite Google saying it should have been open. The beer, food and service...",4
Rebel House patio is open again and I think it's the best in Rosedale. It's configured nicely for COVID requirements and all the Rebels great food and...,4
Rebel House is probably my favourite neighbourhood pub in Toronto. We've been coming here for years. Usually for brunch (peameal grilled cheese) but often...,4
"If you can believe it, Banh Mi Boys popped onto the TO food scene a decade ago. Their myriad of affordable offerings include banh mi, tacos, steamed bao and...",5
